"max_move_speed","max_walk_speed","camp_move_chance","conflict_move_chance","default_move_chance","camp_weight","conflict_weight","err"
0.827838542638347,0.444836674956605,0.927075010724366,0.233946837484837,0.255691626342013,0.389335098676383,0.857337222667411,0.230116139200459
0.355744739295915,0.64418881945312,0.662638301495463,0.847206329461187,0.514573942869902,0.565046964446083,0.567209284286946,0.238774334696244
0.277684398926795,0.349813498323783,0.680705447914079,0.376459386665374,0.0251193926669657,0.647012130822986,0.686917168553919,0.236536787363624
0.900712684961036,0.293108353856951,0.0197686706669629,0.84220421127975,0.222167772939429,0.0800320797134191,0.522020323900506,0.237183970449004
0.026279911166057,0.994396615540609,0.250434938585386,0.0073204692453146,0.407745640259236,0.0377189149148762,0.788481245283037,0.23409093207525
0.157568911788985,0.058383762370795,0.187152374070138,0.70698667364195,0.569991897325963,0.574353367788717,0.319610504433513,0.24986032703229
0.849283198593184,0.381960512138903,0.881624238565564,0.68507637642324,0.302285576239228,0.966583654750139,0.35403847345151,0.253821839157223
0.226481829304248,0.664069687249139,0.468752979999408,0.467797148507088,0.584605801850557,0.683523854473606,0.885119438171387,0.233308287908754
0.0194070667494088,0.131684625055641,0.403184625785798,0.345402908977121,0.67797276028432,0.680983149446547,0.802906659431756,0.235213902403147
0.213969617616385,0.028869747184217,0.636930451262742,0.958754357416183,0.00693022762425244,0.337820057990029,0.415174460271373,0.243795883823415
0.622486603679135,0.205488294595852,0.652104324195534,0.131344027584419,0.31645601731725,0.987160897348076,0.84483396075666,0.236097242460674
0.914010303560644,0.511285722255707,0.657470177626237,0.919185135746375,0.228860831120983,0.866399925667793,0.469265840714797,0.24631142800819
0.515870902920142,0.745030102320015,0.795264054089785,0.465171383460984,0.423527403734624,0.724466785555705,0.098738799802959,0.266626459049703
0.543055959045887,0.940145568456501,0.887430802918971,0.449423901503906,0.195145072881132,0.27752608503215,0.628530595684424,0.234159201315313
0.0134448353201151,0.89476957404986,0.150065615773201,0.416484422516078,0.496920644072816,0.226730255177245,0.984329558443278,0.228523497255345
0.662946557393298,0.805937751894817,0.199794908985496,0.844617581693456,0.407699249684811,0.414148315787315,0.335484087932855,0.248558970816255
0.466321139596403,0.700013533933088,0.00284434901550412,0.71120398840867,0.00596287311054766,0.0457377806305885,0.378171389689669,0.244901753488877
0.832119501428679,0.231994011439383,0.853833444183692,0.941449624020606,0.572970787994564,0.232378741726279,0.473489309195429,0.239315026144968
0.512332698795944,0.100054796086624,0.848756889812648,0.663759701652452,0.247523373225704,0.8307472364977,0.0704131054226309,0.27139391267631
0.702316481620073,0.422600105172023,0.136382505297661,0.709126062691212,0.420795906335115,0.34132714685984,0.906409271294251,0.228509514512578
0.0747300756629556,0.170750968158245,0.203978442819789,0.607783774612471,0.492851620074362,0.277955409837887,0.468199083348736,0.240158388606429
0.782158544752747,0.86770234699361,0.20882920967415,0.500244614202529,0.743150391150266,0.410391519078985,0.492858218029141,0.240758385991511
0.423427552217618,0.298290301579982,0.608299495652318,0.285234078997746,0.582226293627173,0.948829478351399,0.414215004304424,0.248556808042056
0.357535525225103,0.836741919629276,0.0213123972062021,0.938899915898219,0.372671409742907,0.831052273046225,0.0795276269782335,0.270636296808726
0.223474537022412,0.905672057764605,0.726078467676416,0.895290515618399,0.465790729504079,0.152072702767327,0.221997752785683,0.254591037507832
0.787536147749051,0.824704463360831,0.189717147964984,0.826706097926944,0.834516912233084,0.433369820471853,0.273263038834557,0.252426586573645
0.420114080188796,0.179285702761263,0.455022564390674,0.902968434849754,0.0736579291988164,0.42058968404308,0.883733307477087,0.23093197072172
0.377240193542093,0.596102884970605,0.109369820449501,0.337133367080241,0.709958153078333,0.118074046680704,0.373905895510688,0.243878857841474
0.640866928501055,0.395641939947382,0.43915353086777,0.999959659995511,0.270034901564941,0.545188064686954,0.679572386899963,0.23602238345058
0.74356768745929,0.0731057126540691,0.730774795869365,0.586903539020568,0.932342938613147,0.120755315059796,0.113812692929059,0.262155709335485
0.626824401551858,0.267360671889037,0.973124868003651,0.00141070201061666,0.874180941842496,0.981643054867163,0.902328114490956,0.234207614023925
0.841642520856112,0.00671105296351016,0.0195636923890561,0.297719785710797,0.730542406206951,0.112941014347598,0.818774294573814,0.230108939896883
0.697604402666911,0.897356565343216,0.227175132138655,0.296034308383241,0.798184565035626,0.344163290690631,0.739911268698052,0.233019465227776
0.253899932373315,0.877458280883729,0.0249590682797134,0.50643502175808,0.694427393376827,0.190557040041313,0.253797682700679,0.251540874973652
0.830289707751945,0.153900105506182,0.139459514291957,0.769251329358667,0.26200721366331,0.100568804889917,0.00264716614037752,0.272097843002492
0.275773120112717,0.0700181517750025,0.329621386481449,0.92528702900745,0.595108212670311,0.956218820996583,0.765863953856751,0.238466069777607
0.215707232244313,0.0154878667090088,0.262568174861372,0.59833361627534,0.693769555306062,0.344572258880362,0.252030710922554,0.250811886399772
0.769675202434883,0.675315720029175,0.333905507344753,0.216672405134887,0.011997495777905,0.657696390990168,0.743342976085842,0.234831661500866
0.0460747082252055,0.320195950102061,0.507532984251156,0.65421415027231,0.0145280812866986,0.676420973148197,0.678511349484324,0.236833021049086
0.893035636516288,0.748116373084486,0.961379542248324,0.493415721924976,0.747600848320872,0.0116461301222444,0.181503416970372,0.261918141050807
0.595329398289323,0.0102372963447124,0.846983661409467,0.75227696634829,0.876352425897494,0.188809382496402,0.271557677770033,0.249216526886736
0.383211611071602,0.836404266767204,0.638982764445245,0.274422468151897,0.70998242800124,0.572341396473348,0.1464778855443,0.261844536252137
0.281270004808903,0.168540665181354,0.981432640459388,0.725153731182218,0.16230362188071,0.830733076436445,0.394599039340392,0.248996405913391
0.486283872742206,0.388390569249168,0.257116662804037,0.358274283818901,0.784032101044431,0.125222336966544,0.166546437889338,0.257133474798915
0.0540381567552686,0.823925926815718,0.369545627618209,0.870917573571205,0.659631550079212,0.551285913446918,0.788370720110834,0.232130580058893
0.443581522675231,0.515029842499644,0.650297005660832,0.440543640172109,0.472152103902772,0.480698964558542,0.0229581431485713,0.274702489563663
0.803852471988648,0.83986433246173,0.711376492399722,0.878006391460076,0.252724700141698,0.735488111153245,0.638953870395198,0.238464834166514
0.394256048137322,0.520888214698061,0.881161919562146,0.644808021839708,0.596366568701342,0.890858127735555,0.557290900498629,0.242081878109673
0.847390863345936,0.804893635213375,0.416710358345881,0.306424819165841,0.951229107566178,0.142904517240822,0.411856029415503,0.243112486627531
0.0235179313458502,0.189249138114974,0.449501352151856,0.662033403059468,0.599998043151572,0.0147615664172918,0.933673632796854,0.233237038572833
0.270298425108194,0.299120970303193,0.620772601570934,0.638611759524792,0.589922674931586,0.307141554541886,0.936718042939901,0.227920737127715
0.0633229746017605,0.623069126624614,0.42721351236105,0.305904108798131,0.0987615925259888,0.578863288741559,0.911399875301868,0.231567539772202
0.860181392868981,0.807259254856035,0.106583551736549,0.93698844476603,0.134435822954401,0.866129368776456,0.24156677769497,0.25738651223008
0.273322446737438,0.34245572402142,0.0116610806435347,0.807268861914054,0.913427142659202,0.678824366768822,0.453724367776886,0.245012461685295
0.735162892378867,0.41880272119306,0.830233176704496,0.522425228729844,0.637800615979359,0.600364770041779,0.651664503384382,0.238089615759885
0.368465018458664,0.922689791303128,0.346138310153037,0.206701990449801,0.072506895288825,0.618684507440776,0.256408645538613,0.253426377971528
0.373886702815071,0.568201766815037,0.654140733880922,0.588470307411626,0.378488657064736,0.219500767998397,0.199974845163524,0.255309530963672
